,LATITUDE,LONGITUDE,SIO2,NA2O,K2O,CAO,FEO,MGO,MATERIAL,SAMPLE ID
3106,55.3874,-162.027,53.18,2.81,0.7,9.88,8.25,5.59,WR,PETDB-2523-05S096M2
3107,55.3578,-161.981,53.43,2.86,0.75,9.84,8.1,5.51,WR,PETDB-2523-05S101M1
3109,55.4411,-161.759,52.85,3.18,0.62,9.24,8.94,5.55,WR,PETDB-2523-05S110M1
3110,55.4518,-161.795,54.08,3.38,0.63,9.38,7.65,3.48,WR,PETDB-2523-05S113M1
3111,55.4568,-161.809,54.1,3.37,0.62,9.22,7.72,3.48,WR,PETDB-2523-05S114M1
3112,55.4736,-161.812,54.15,3.35,0.63,9.37,7.85,3.31,WR,PETDB-2523-05S115M1
3113,55.4738,-161.811,53.92,3.17,0.58,8.98,8.38,4.91,WR,PETDB-2523-05S115T2
3115,55.3397,-162.096,56.69,3.37,1.3,7.74,8.68,3.52,WR,PETDB-2523-86Y117A
3116,55.3417,-162.074,58.94,3.24,1.64,6.98,8.14,3.08,WR,PETDB-2523-87L11
3117,55.5833,-161.5,53.47,3.65,0.72,8.33,9.29,4.44,WR,PETDB-2523-MCN1
3119,59.35,-153.38,62.38,3.69,0.9,6.3,,2.84,WR,PETDB-2524-AV203
3201,58.58,-154.53,51.41,2.21,0.47,10.46,,7.41,WR,PETDB-2536-2594
3254,58.58,-154.53,51.4,,0.498,,,,WR,PETDB-2541-2594
3225,59.3631,-153.431,63.08,3.88,0.98,6.27,,3.19,WR,PETDB-2540-89A16B
3226,65.5197,-164.189,54.01,2.18,1.71,8.55,,9.39,WR,PETDB-2540-CN BC 01
3228,52.1753,-175.518,49.07,2.24,0.76,12.52,,8.77,WR,PETDB-2540-K81-7A
3543,52.1753,-175.518,49.45,2.19,0.79,12.78,,8.96,WR,PETDB-2792-KAS7-1
3229,58.2661,-154.977,55.16,2.92,0.86,4.83,,9.2,WR,PETDB-2540-97ND02
3231,55.4314,-161.895,53.15,3.76,0.63,9.2,,3.87,WR,PETDB-2540-PAV-86
3234,58.3336,-154.686,58.7,,1.405,,,,WR,PETDB-2541-2557
3253,58.3336,-154.686,57.9,,1.217,,,,WR,PETDB-2541-2570
3255,58.3336,-154.686,61.4,,1.74,,,,WR,PETDB-2541-2596
3235,52.0186,178.129,51.2,2.39,0.71,11.5,,5.65,WR,PETDB-2540-54–452
3237,61.2872,-152.248,54.89,3.81,0.95,8.02,,4.58,WR,PETDB-2540-85CNS17
3238,61.2872,-152.248,56.64,4.06,0.87,7.59,,3.58,WR,PETDB-2540-92JBS02
3239,58.2489,-155.937,56.87,3.49,0.95,4.33,,8.5,WR,PETDB-2540-97NT18
3240,57.8253,-156.517,48.98,3.13,0.82,9.79,,9.26,WR,PETDB-2540-UK-25B
3245,58.1574,-155.398,61.1,,1.644,,,,WR,PETDB-2541-2049
3246,58.1574,-155.398,60.0,,1.419,,,,WR,PETDB-2541-2074
3248,58.1574,-155.398,57.7,,1.58,,,,WR,PETDB-2541-2135
3259,58.3,-155.16,73.77,4.56,3.37,1.06,,0.28,WR,PETDB-2543-K90NOV
3267,34.8,138.9,53.3,,,,,,WR,PETDB-2545-OM4
3283,54.668,-163.977,49.28,3.3,0.72,9.19,,5.47,WR,PETDB-2549-99SH8
3291,53.5,-168.17,56.0,,,,,,WR,PETDB-2550-JLOK42C
3292,53.5,-168.17,49.0,,,,,,WR,PETDB-2550-OA-1
3320,58.2,-155.25,70.92,5.28,1.69,2.44,,0.73,WR,PETDB-2551-K-2204B
3321,58.2,-155.25,71.83,5.02,1.91,2.19,,0.6,WR,PETDB-2551-K-2491C
3407,52.3061,-172.389,52.5,2.41,0.42,11.1,4.56,3.71,WR,PETDB-2559-J87-43
3409,52.2583,-172.525,54.4,2.58,0.69,9.88,6.07,4.27,WR,PETDB-2559-J87-59
3430,52.0097,-176.583,56.18,3.94,2.59,7.29,4.21,4.5,WR,PETDB-2567-AD-107
3431,51.988,-176.592,54.16,3.28,1.22,8.95,5.74,3.59,WR,PETDB-2567-AD-109
3432,51.9364,-176.743,58.01,3.57,1.28,8.08,1.98,3.08,WR,PETDB-2567-AD-114
3453,52.4788,158.119,51.66,3.02,0.45,9.06,,4.68,WR,PETDB-2677-M3-03-08
3454,52.4808,158.127,51.68,3.17,0.38,9.29,,4.51,WR,PETDB-2677-M3-04-08
3455,52.4764,158.102,50.2,2.95,0.54,10.69,,4.23,WR,PETDB-2677-M3-07-08
3494,-0.8242,-91.1542,49.25,3.18,0.55,10.39,,5.86,WR,PETDB-2743-SN91-05
3496,-0.7908,-90.8208,48.09,3.31,0.61,10.35,,5.64,WR,PETDB-2743-SN91-40
3497,-0.75,-89.4,46.99,2.65,0.53,10.79,7.19,11.53,WR,PETDB-2745-SC-23
3498,-0.75,-89.4,47.79,2.43,0.45,10.55,7.05,11.61,WR,PETDB-2745-SC-30
3499,-0.75,-89.4,47.42,2.06,0.18,11.84,7.38,11.62,WR,PETDB-2745-SC-75
3504,-0.19129,-91.296,49.91,2.9,0.32,12.4,2.74,7.3,WR,PETDB-2748-DA-002
3509,-0.8175,-90.06,47.77,3.51,1.03,9.12,5.03,5.59,WR,PETDB-2748-G86-005
3512,-0.8175,-90.06,46.72,3.03,0.55,10.23,7.69,9.69,WR,PETDB-2748-SF-013
3799,-0.8175,-90.06,,,0.623,,,,WR,PETDB-2822-JD1088
3510,0.3583,-90.51,49.0,3.43,0.35,10.85,9.34,5.78,WR,PETDB-2748-M-034
3514,-0.42434,-91.1209,70.5,5.48,2.89,1.83,3.23,0.26,WR,PETDB-2752-E-142
3515,-0.42434,-91.1209,47.92,3.32,0.63,8.66,11.09,4.63,WR,PETDB-2752-E-148
3516,-0.42434,-91.1209,47.98,2.64,0.32,11.59,7.93,6.21,WR,PETDB-2752-E-149
3530,-0.17,-91.3,48.24,3.02,0.42,11.69,,6.37,WR,PETDB-2788-W953
3536,52.37,175.98,57.3,3.29,1.25,7.79,,5.37,WR,PETDB-2792-BUL4D
3537,52.37,175.98,52.91,3.44,0.83,9.01,,7.34,WR,PETDB-2792-BUL6B
3539,52.6314,-170.697,62.56,4.95,1.14,5.36,,1.95,WR,PETDB-2792-FMI 2
3540,53.0647,-169.763,60.37,4.27,1.95,6.18,,2.35,WR,PETDB-2792-FMI 8
3544,52.327,-174.241,57.22,3.73,2.06,7.61,,4.01,WR,PETDB-2792-KR01-01
3545,52.327,-174.241,59.89,4.12,2.54,5.87,,2.94,WR,PETDB-2792-KR01-02
3546,52.327,-174.193,56.06,3.65,1.83,8.05,,4.16,WR,PETDB-2792-KR01-04
3547,52.356,-174.221,53.12,3.22,1.3,9.39,,5.09,WR,PETDB-2792-KR01-06
3548,52.357,-174.193,56.47,3.84,1.96,6.9,,3.53,WR,PETDB-2792-KR01-07
3549,52.3538,-174.174,50.38,3.21,0.78,9.97,,5.21,WR,PETDB-2792-KR01-08
3550,52.3559,-174.178,63.07,4.63,3.04,4.25,,1.74,WR,PETDB-2792-KR01-09
3551,52.3577,-174.219,58.49,4.05,2.19,6.68,,3.25,WR,PETDB-2792-KR01-13
3552,52.3627,-174.219,56.79,3.69,1.97,7.57,,3.94,WR,PETDB-2792-KR01-14
3553,52.3923,-174.221,56.53,3.68,1.89,7.8,,3.99,WR,PETDB-2792-KR01-18
3554,52.386,-174.201,57.06,3.76,2.0,7.49,,3.93,WR,PETDB-2792-KR01-19
3555,52.3848,-174.213,53.51,3.73,1.12,8.69,,3.93,WR,PETDB-2792-KR01-20
3556,52.3448,-174.201,58.94,4.56,2.05,5.76,,2.46,WR,PETDB-2792-KR01-28
3557,52.354,-174.19,56.66,3.71,1.93,7.7,,3.99,WR,PETDB-2792-KR01-29
3559,52.353,-174.183,50.62,2.98,0.69,10.27,,5.65,WR,PETDB-2792-KR01-37
3560,52.39,-174.095,57.24,3.73,2.08,7.6,,4.12,WR,PETDB-2792-KR02-51
3561,52.3923,-174.174,55.76,3.56,1.77,8.13,,4.32,WR,PETDB-2792-KR02-55
3562,52.39,-174.103,56.44,3.59,1.9,8.2,,4.66,WR,PETDB-2792-KR02-57
3563,52.37,-174.104,51.87,3.05,1.16,10.01,,4.83,WR,PETDB-2792-KR02-58
3564,52.37,-174.113,51.52,3.03,1.15,9.98,,4.82,WR,PETDB-2792-KR02-59
3565,52.37,-174.111,56.37,3.69,1.87,7.94,,4.05,WR,PETDB-2792-KR02-60
3566,52.372,-174.111,56.19,3.67,1.89,7.87,,4.05,WR,PETDB-2792-KR02-61
3567,52.372,-174.113,56.56,3.67,1.87,7.93,,4.18,WR,PETDB-2792-KR02-62
3568,52.362,-174.118,52.59,3.32,1.28,10.01,,3.52,WR,PETDB-2792-KR02-66
3569,52.366,-174.089,56.4,3.6,1.87,8.07,,4.27,WR,PETDB-2792-KR02-71
3570,52.366,-174.078,60.67,4.24,2.61,5.7,,2.58,WR,PETDB-2792-KR02-72
3571,52.416,-174.126,57.08,3.86,1.98,7.48,,3.78,WR,PETDB-2792-KR04L203
3572,52.406,-174.145,50.12,3.19,0.74,10.34,,4.86,WR,PETDB-2792-KR04L207
3573,52.418,-174.147,55.87,3.68,1.78,8.07,,4.19,WR,PETDB-2792-KR04SC204
3574,52.411,-174.241,51.01,3.44,0.68,10.14,,4.66,WR,PETDB-2792-KR04SC208
3575,52.371,-174.15,54.38,3.66,1.51,8.41,,4.07,WR,PETDB-2792-KR04SC213
3577,51.932,178.542,61.22,3.67,1.5,6.58,,2.93,WR,PETDB-2792-LSIT04L10
3578,51.935,178.535,57.73,3.39,1.14,8.15,,3.78,WR,PETDB-2792-LSIT04L11
3579,51.922,178.528,58.47,3.41,1.3,7.77,,3.59,WR,PETDB-2792-LSIT04L18
3580,51.904,178.531,51.79,3.06,0.71,10.17,,4.63,WR,PETDB-2792-LSIT04L21
3582,51.949,178.575,60.14,3.6,1.35,7.07,,3.27,WR,PETDB-2792-LSIT04L39
3586,54.556,-164.761,52.08,3.66,0.98,9.16,,4.2,WR,PETDB-2792-SAR11
3589,53.43,-168.13,52.0,2.38,0.75,10.99,,6.6,WR,PETDB-2792-UM11
3623,-0.0127,-91.5157,47.71,2.44,0.4,10.05,11.04,12.29,WR,PETDB-2801-E95-002
3638,-0.0167,-91.5583,51.87,3.2,0.74,10.54,11.72,6.18,WR,PETDB-2801-E97-004
3695,0.0028,-91.3619,49.42,3.42,0.54,11.0,,6.17,WR,PETDB-2803-W95 02
3696,0.0309,-91.323,49.35,3.28,0.54,10.86,,6.16,WR,PETDB-2803-W95 05
3697,0.0163,-91.3166,49.26,3.05,0.52,11.17,,6.33,WR,PETDB-2803-W95 09
3698,0.0088,-91.3175,49.38,3.1,0.52,11.18,,6.43,WR,PETDB-2803-W95 10
3699,-0.001,-91.325,49.12,3.1,0.52,11.18,,6.28,WR,PETDB-2803-W95 11
3700,-0.002,-91.327,50.02,3.18,0.5,11.04,,6.7,WR,PETDB-2803-W95 12
3702,-0.0079,-91.3462,48.8,3.62,0.54,11.29,,6.51,WR,PETDB-2803-W95 15
3703,-0.0053,-91.3487,48.39,3.36,0.57,10.92,,6.04,WR,PETDB-2803-W95 16
3708,0.0057,-91.3657,48.77,3.07,0.52,11.17,,6.36,WR,PETDB-2803-W95 31
3711,0.0084,-91.3607,48.52,3.57,0.64,9.76,,5.16,WR,PETDB-2803-W95 39
3712,0.0084,-91.3607,46.13,3.04,0.54,10.38,,5.69,WR,PETDB-2803-W95 40
3713,0.0097,-91.3618,48.89,3.03,0.51,11.2,,6.4,WR,PETDB-2803-W95 41
3716,0.0163,-91.3656,48.02,3.06,0.44,11.22,,6.48,WR,PETDB-2803-W95 48
3717,0.016,-91.366,48.0,3.19,0.47,10.84,,6.04,WR,PETDB-2803-W95 49
3718,-0.0416,-91.3885,48.16,3.03,0.51,11.04,,6.19,WR,PETDB-2803-W95 50
3720,-0.0633,-91.4083,49.13,2.93,0.49,11.02,,6.18,WR,PETDB-2803-W95 53
3722,-0.051,-91.39,47.86,3.26,0.58,10.3,,5.54,WR,PETDB-2803-W95 55
3723,-0.051,-91.38,48.48,3.09,0.49,11.02,,6.27,WR,PETDB-2803-W95 56
3724,-0.052,-91.37,48.32,3.29,0.59,10.13,,5.6,WR,PETDB-2803-W95 57
3725,-0.052,-91.37,48.72,3.25,0.64,10.34,,5.65,WR,PETDB-2803-W95 58
3729,0.1315,-91.3523,48.82,3.01,0.4,11.79,,5.19,WR,PETDB-2803-W95 70
3730,0.0672,-91.2874,49.36,2.76,0.37,12.5,,5.91,WR,PETDB-2803-W95 75
3731,0.0608,-91.291,48.96,3.17,0.56,10.74,,6.04,WR,PETDB-2803-W95 77
3734,0.0171,-91.2178,47.97,3.18,0.54,10.95,,5.56,WR,PETDB-2803-W95 85
3756,0.33,-90.47,48.73,3.38,0.32,11.49,,6.31,WR,PETDB-2805-SKV98-101
3757,-0.587252,-90.7622,48.53,2.79,0.53,12.77,,6.96,WR,PETDB-2805-SKV98-108
3792,-0.918,-90.8903,48.85,3.02,0.49,10.58,,5.96,WR,PETDB-2820-GI92-08
3793,-0.2945,-91.3487,48.76,2.88,0.39,11.83,,5.62,WR,PETDB-2820-GI92-17
3794,-0.2117,-91.385,48.6,2.63,0.32,12.34,,6.04,WR,PETDB-2820-GI92-18
3798,-0.583611,-90.1625,,,0.0412,,,,WR,PETDB-2822-4C238
3802,38.4083,14.9667,73.2,4.21,5.08,0.87,1.33,0.12,GL,PETDB-2826-197
3803,42.9437,-122.177,66.8,4.84,2.32,3.57,3.0,1.33,GL,PETDB-2826-008-3AV
3804,42.9437,-122.177,71.9,4.88,3.13,1.71,2.06,0.46,GL,PETDB-2826-008-3AV-G
3808,-14.275,167.5,52.12,3.14,1.7,9.76,,4.69,WR,PETDB-2863-GAUA26
3831,-2.70499,36.1128,42.88,3.12,0.61,12.76,,7.14,WR,PETDB-2954-10-GEL-10
3832,-2.63582,36.1608,50.98,6.28,2.89,6.31,,2.66,WR,PETDB-2954-10-GEL-16
3833,-2.63477,36.1869,50.8,6.46,3.0,6.83,,2.34,WR,PETDB-2954-10-GEL-17
3834,-2.81989,36.2192,52.18,3.97,1.55,7.61,,3.45,WR,PETDB-2954-10-KTM-02
3835,-2.80484,36.2211,48.55,3.45,1.0,9.39,,4.49,WR,PETDB-2954-10-KTM-04
3836,-3.25272,36.4246,54.37,4.54,4.03,4.47,,2.15,WR,PETDB-2954-10-MON-01
3837,-3.25272,36.4246,48.44,1.54,4.03,8.64,,5.01,WR,PETDB-2954-10-MON-02
3838,-3.25244,36.4222,49.22,3.44,1.38,8.96,,8.75,WR,PETDB-2954-10-MON-03
3840,-3.19423,36.3553,64.54,6.76,4.99,0.15,,0.18,WR,PETDB-2954-10-TRS-06
3841,-3.12667,36.3417,63.49,7.19,5.29,0.79,,0.45,WR,PETDB-2954-BD270
3842,-3.14667,36.375,67.48,6.33,5.35,0.08,,0.08,WR,PETDB-2954-BD324
3843,-3.33,36.32,62.36,6.73,4.53,1.21,,0.53,WR,PETDB-2954-BD508
3845,-2.8504,36.1277,49.94,7.32,4.21,4.96,,2.94,WR,PETDB-2954-KTG-3
3846,-2.8958,36.1139,49.77,6.43,3.9,5.78,,3.35,WR,PETDB-2954-KTW-2A
3847,-3.23224,36.5295,49.36,3.6,1.36,8.6,,4.02,WR,PETDB-2954-MR103
3848,-3.16865,36.5373,46.03,2.76,1.0,9.79,,12.74,WR,PETDB-2954-MR110
3849,-3.39414,36.7477,43.4,2.21,1.14,13.2,,17.85,WR,PETDB-2954-MR2
3850,-3.16641,36.8164,45.72,6.62,3.33,9.22,,4.12,WR,PETDB-2954-MR260
3851,-3.34265,36.4657,39.39,2.8,2.07,13.52,,15.79,WR,PETDB-2954-MR281
3852,-3.38136,36.5107,40.67,2.49,1.28,12.64,,17.01,WR,PETDB-2954-MR92
3951,31.4622,140.082,55.86,2.13,0.48,9.92,,7.46,WR,SHK1017-R1
3952,31.4685,140.084,55.79,2.61,0.36,9.82,,4.87,WR,SHK1391-R3
3953,31.5099,140.053,58.01,2.71,0.73,8.46,,3.02,WR,SHK1393-R6
3978,16.337,145.662,56.35,3.6,1.26,8.17,,2.12,WR,WADE-ANAT-W-CLIFF-1/04-ANAT-03
3979,16.3393,145.64,54.03,3.44,1.0,9.08,,2.56,WR,WADE-ANAT-W-CLIFF-2/04-ANAT-04
3980,10.4,-84.7,51.6,2.52,0.4,10.8,,5.37,WR,WADECOST-AREN/AR0301
3981,10.4,-84.7,50.3,2.56,0.41,11.2,,5.08,WR,WADECOST-AREN/AR0302
3982,14.5,-91.0,51.68,3.6,0.77,9.1,,4.05,WR,WALKGUAT-FUE-009
3988,-25.95,-177.18,49.63,1.62,0.17,13.7,7.76,6.85,WR,TANNZPL-P22996
4082,-35.0017,179.002,53.03,2.88,0.43,9.68,,4.62,WR,TAN0706-044_MB03
4091,71.0855,-8.14576,47.39,2.2,1.13,12.45,,11.13,GL,PETDB-3270-JM-192
4092,71.0855,-8.14576,46.41,2.16,1.15,12.11,,10.61,WR,PETDB-3270-JM-071
4093,71.0855,-8.14576,47.65,3.59,2.05,9.88,,5.02,WR,PETDB-3270-JM-084
9,30.467,-115.983,,,,,,,WR,BASUMEX-SQ-BCN130
10,30.467,-115.983,,,,,,,WR,BASUMEX-SQ-BCN200
8634,30.467,-115.983,,,,,,,WR,BASUMEX-SQ-007
8635,30.467,-115.983,,,,,,,WR,BASUMEX-SQ-BCN203
15,23.85,5.9,44.57,0.14,,1.93,,43.15,WR,BECALG-MANZ-H58A
16,23.85,5.9,44.17,0.14,,2.08,,43.03,WR,BECALG-MANZ-H58B
17,23.85,5.9,44.2,0.22,,2.74,,40.61,WR,BECALG-MANZ-H58C
18,23.85,5.9,43.74,0.16,,1.99,,41.72,WR,BECALG-MANZ-H58D
19,23.85,5.9,44.03,0.2,,2.71,,41.56,WR,BECALG-MANZ-H58E
20,23.85,5.9,43.09,0.31,,2.2,,42.64,WR,BECALG-MANZ-H58F
21,23.85,5.9,44.21,0.2,,2.57,,40.6,WR,BECALG-MANZ-H58H
8638,23.85,5.9,43.95,0.19,,2.37,,42.05,WR,BECALG-MANZ-H58G
34,36.2167,-113.05,43.7,4.79,2.17,9.31,13.79,7.64,WR,BESTCOL-TW-T10
35,36.2167,-113.05,44.9,3.04,2.16,9.1,13.2,7.89,WR,BESTCOL-TW-T11
8650,36.2167,-113.05,44.3,4.66,2.02,9.1,13.07,7.55,WR,BESTCOL-TW-T9
79,14.0,48.2,50.03,5.92,0.55,3.95,2.22,1.32,GL,CHAZYEM-AT/JK3
80,14.0,48.2,54.87,7.16,0.57,4.94,2.22,2.26,GL,CHAZYEM-AT/JK5
81,14.0,48.2,53.86,7.41,1.31,5.3,2.06,2.6,GL,CHAZYEM-AT/JK7
82,14.0,48.2,51.25,4.57,1.26,1.67,1.45,1.28,GL,CHAZYEM-AT/JK8
8699,14.0,48.2,58.44,4.29,1.69,6.03,2.39,2.78,GL,CHAZYEM-AT/JK1
8700,14.0,48.2,48.94,5.77,1.94,10.38,2.14,1.84,GL,CHAZYEM-AT/JK2
8701,14.0,48.2,50.18,5.91,0.83,6.37,2.35,2.31,GL,CHAZYEM-AT/JK6
83,14.05,48.33,55.06,3.93,0.99,7.22,2.7,1.73,GL,CHAZYEM-BA5
218,23.0,6.0,44.29,0.07,0.04,0.98,,45.0,WR,DUPUALG-HOG-AN4578
219,23.0,6.0,43.93,0.26,0.04,2.79,,39.5,WR,DUPUALG-HOG-AN4581
220,23.0,6.0,47.09,0.23,0.01,3.73,,34.41,WR,DUPUALG-HOG-MZ6315
221,23.0,6.0,37.47,2.23,1.64,10.25,,13.25,WR,DUPUALG-HOG-MZ6318
222,23.0,6.0,44.95,0.1,0.01,2.38,,40.06,WR,DUPUALG-HOG-MZ6777
223,23.0,6.0,44.93,0.11,0.01,2.28,,40.31,WR,DUPUALG-HOG-MZ6778
224,23.0,6.0,43.95,0.1,0.01,1.6,,46.65,WR,DUPUALG-HOG-MZ6780
225,23.0,6.0,44.2,0.23,0.05,2.84,,39.59,WR,DUPUALG-HOG-TA4576
226,23.0,6.0,46.45,0.3,0.01,3.04,,37.9,WR,DUPUALG-HOG-TA5464
227,23.0,6.0,45.47,0.2,,2.73,,39.02,WR,DUPUALG-HOG-TA5472
228,23.0,6.0,45.93,0.22,0.04,3.26,,35.25,WR,DUPUALG-HOG-TA6314
229,23.0,6.0,45.54,0.14,0.01,2.5,,37.91,WR,DUPUALG-HOG-TA6316
230,23.0,6.0,44.18,0.18,0.01,2.95,,39.43,WR,DUPUALG-HOG-TA6317
231,23.0,6.0,45.54,0.16,0.01,2.61,,39.84,WR,DUPUALG-HOG-TA6773
8855,23.0,6.0,44.36,0.11,0.02,0.78,,44.75,WR,DUPUALG-HOG-EG6785
8856,23.0,6.0,45.93,0.1,0.1,2.2,,40.27,WR,DUPUALG-HOG-MZ6776
8857,23.0,6.0,44.95,0.1,0.01,2.38,,40.43,WR,DUPUALG-HOG-MZ6779
8858,23.0,6.0,44.75,0.22,0.04,1.47,,41.72,WR,DUPUALG-HOG-MZ6781
8859,23.0,6.0,43.86,0.23,0.04,1.82,,41.0,WR,DUPUALG-HOG-TA5467
8860,23.0,6.0,45.15,0.18,0.01,2.66,,39.08,WR,DUPUALG-HOG-TA6774
8861,23.0,6.0,43.06,0.23,0.01,3.9,,37.7,WR,DUPUALG-HOG-TA6775
249,28.5,-14.0,38.8,0.1,,0.24,,49.18,WR,ELRUSPA-FBA1-1
250,28.5,-14.0,39.41,0.1,,0.47,,48.57,WR,ELRUSPA-FBA1-12
251,28.5,-14.0,39.1,,0.01,0.8,,47.33,WR,ELRUSPA-FBA1-16
252,28.5,-14.0,39.49,0.1,,0.49,,50.08,WR,ELRUSPA-FBA1-19
253,28.5,-14.0,42.56,0.07,,0.72,,47.94,WR,ELRUSPA-FBA1-2
254,28.5,-14.0,42.79,0.06,0.01,0.98,,46.88,WR,ELRUSPA-FBA1-21
255,28.5,-14.0,42.56,0.06,0.02,1.37,,46.07,WR,ELRUSPA-FBA1-3
256,28.5,-14.0,41.74,0.06,0.02,2.36,,44.39,WR,ELRUSPA-FBA1-7
257,28.5,-14.0,42.53,0.06,0.03,1.38,,44.78,WR,ELRUSPA-FT9-10
258,28.5,-14.0,40.06,0.08,,1.11,,46.39,WR,ELRUSPA-FT9-13
259,28.5,-14.0,38.67,0.08,0.01,0.63,,46.45,WR,ELRUSPA-FT9-14
260,28.5,-14.0,40.05,0.08,0.01,1.78,,44.14,WR,ELRUSPA-FT9-15
261,28.5,-14.0,39.7,0.1,,1.31,,45.98,WR,ELRUSPA-FT9-21
262,28.5,-14.0,41.41,0.09,,0.36,,47.88,WR,ELRUSPA-FT9-3
263,28.5,-14.0,40.84,0.13,0.01,3.51,,39.71,WR,ELRUSPA-FT9-33A
264,28.5,-14.0,43.21,0.09,0.01,0.75,,45.48,WR,ELRUSPA-FT9-33B
265,28.5,-14.0,44.32,0.1,0.01,0.65,,44.64,WR,ELRUSPA-FT9-8
8875,28.5,-14.0,40.04,,,0.5,,50.39,WR,ELRUSPA-FBA1-11
8876,28.5,-14.0,39.89,0.11,,0.73,,49.02,WR,ELRUSPA-FBA1-13
8877,28.5,-14.0,40.66,0.07,0.01,2.22,,45.84,WR,ELRUSPA-FBA1-15
8878,28.5,-14.0,40.3,0.08,,0.63,,51.16,WR,ELRUSPA-FBA1-17
8879,28.5,-14.0,43.77,0.11,,0.65,,47.02,WR,ELRUSPA-FBA1-18
8880,28.5,-14.0,41.98,0.07,0.01,1.11,,48.06,WR,ELRUSPA-FBA1-22
8881,28.5,-14.0,40.53,0.15,0.18,3.49,,37.6,WR,ELRUSPA-FBA1-23
8882,28.5,-14.0,41.57,0.03,0.02,1.21,,46.12,WR,ELRUSPA-FBA1-4
8883,28.5,-14.0,40.78,0.11,,2.91,,44.21,WR,ELRUSPA-FBA1-8
8884,28.5,-14.0,43.24,0.07,0.01,0.92,,46.61,WR,ELRUSPA-FBA1-9
8885,28.5,-14.0,43.06,0.05,0.04,1.1,,43.85,WR,ELRUSPA-FT9-1
8886,28.5,-14.0,40.06,0.08,,0.34,,49.02,WR,ELRUSPA-FT9-11
8887,28.5,-14.0,40.18,0.07,,0.26,,48.92,WR,ELRUSPA-FT9-12
8888,28.5,-14.0,42.71,0.09,,0.74,,46.15,WR,ELRUSPA-FT9-2
8889,28.5,-14.0,42.93,0.11,,0.6,,45.4,WR,ELRUSPA-FT9-27
8890,28.5,-14.0,40.07,0.08,,0.28,,49.19,WR,ELRUSPA-FT9-28
8891,28.5,-14.0,42.25,0.07,0.01,0.92,,46.49,WR,ELRUSPA-FT9-29
8892,28.5,-14.0,42.42,0.11,,0.76,,46.17,WR,ELRUSPA-FT9-32
8893,28.5,-14.0,43.01,0.1,,0.52,,46.54,WR,ELRUSPA-FT9-34
8894,28.5,-14.0,38.53,0.11,,0.31,,42.85,WR,ELRUSPA-FT9-4
8895,28.5,-14.0,42.63,0.09,0.01,0.72,,46.02,WR,ELRUSPA-FT9-5
8896,28.5,-14.0,42.38,0.07,,0.66,,47.34,WR,ELRUSPA-FT9-6
8897,28.5,-14.0,42.16,0.1,,0.71,,46.25,WR,ELRUSPA-FT9-7
8898,28.5,-14.0,43.79,0.09,0.01,0.49,,46.34,WR,ELRUSPA-FT9-9
278,60.42,-135.42,44.53,0.21,,2.69,8.13,39.91,WR,FRANCAN-ALVC-10042
279,60.42,-135.42,44.79,0.18,,2.26,8.41,40.73,WR,FRANCAN-ALVC-10047
280,60.42,-135.42,43.32,0.07,0.01,0.37,7.87,46.5,WR,FRANCAN-ALVC-10051
281,60.42,-135.42,43.4,0.08,,0.56,8.88,44.55,WR,FRANCAN-ALVC-10056
282,60.42,-135.42,44.23,0.24,0.04,1.93,8.48,41.2,WR,FRANCAN-ALVC-10087
283,60.42,-135.42,44.48,0.1,0.01,1.21,8.61,42.49,WR,FRANCAN-ALVC-10090
8910,60.42,-135.42,48.2,0.12,0.03,0.65,7.03,40.77,WR,FRANCAN-ALVC-10045
8911,60.42,-135.42,57.53,2.4,0.86,9.28,2.83,2.42,GL,FRANCAN-ALVC-10046
8912,60.42,-135.42,45.19,0.27,0.01,3.18,8.15,38.35,WR,FRANCAN-ALVC-10046
8913,60.42,-135.42,55.74,2.19,1.9,9.27,3.45,3.89,GL,FRANCAN-ALVC-10047
8914,60.42,-135.42,54.44,5.22,4.05,3.26,1.99,1.17,GL,FRANCAN-ALVC-10048
8915,60.42,-135.42,44.32,0.05,0.01,0.5,7.79,45.29,WR,FRANCAN-ALVC-10053
8916,60.42,-135.42,59.43,3.27,2.32,5.77,2.46,2.51,GL,FRANCAN-ALVC-10055
8917,60.42,-135.42,43.25,0.31,0.07,1.07,12.34,40.02,WR,FRANCAN-ALVC-10070
8918,60.42,-135.42,43.19,0.02,0.03,0.51,9.5,44.64,WR,FRANCAN-ALVC-10081
650,-13.916,-169.993,46.45,4.35,1.9,7.38,10.63,4.05,GL,MELAVON-3-079-004
651,-0.17,-91.77,48.22,2.37,0.39,12.0,9.44,9.24,WR,MELNEMO-2-AHA-18
652,-0.17,-91.77,49.11,2.55,0.43,11.88,,6.53,GL,MELNEMO-2-AHA-18A
9311,-0.17,-91.77,49.07,2.73,0.44,11.37,11.68,6.85,GL,MELNEMO-2-AHA-18
9312,-0.17,-91.77,49.22,2.75,0.44,11.78,,6.75,GL,MELNEMO-2-AHA-18B
653,-0.21,-91.81,49.42,2.82,0.46,11.46,,6.47,GL,MELNEMO-2-AHA-19B
9313,-0.21,-91.81,49.39,2.75,0.43,11.24,11.67,6.59,GL,MELNEMO-2-AHA-19
9314,-0.21,-91.81,47.92,2.24,0.34,10.24,9.67,13.98,WR,MELNEMO-2-AHA-19
