,Volcano Name,material,PetDB Major Rock 1,PetDB Major Rock 2,PetDB Major Rock 3,PetDB Major Rock 4,PetDB Major Rock 5,cnt 1,cnt 2,cnt 3,cnt 4,cnt 5
121,Etorofu-Yakeyama [Grozny Group],GL,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
122,Etorofu-Yakeyama [Grozny Group],INC,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
123,Tungurahua,WR,ANDESITE,No Data,No Data,No Data,No Data,3,0,0,0,0
124,Tungurahua,GL,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
125,Tungurahua,INC,TRACHYANDESITE,DACITE,TRACHYTE/TRACHYDACITE,ANDESITE,No Data,9,5,5,3,0
126,Tolbachik,WR,BASALTIC TRACHYANDESITE,BASALT,No Data,No Data,No Data,10,5,0,0,0
127,Tolbachik,GL,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
128,Tolbachik,INC,FOIDITE,BASALT,BASALTIC ANDESITE,No Data,No Data,3,2,1,0,0
129,Tongariro,WR,ANDESITE,No Data,No Data,No Data,No Data,6,0,0,0,0
130,Tongariro,GL,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
131,Tongariro,INC,DACITE,No Data,No Data,No Data,No Data,4,0,0,0,0
132,Galeras,WR,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
133,Galeras,GL,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
134,Galeras,INC,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
135,Kanaga,WR,ANDESITE,No Data,No Data,No Data,No Data,2,0,0,0,0
136,Kanaga,GL,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
137,Kanaga,INC,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
138,Puyehue-Cordon Caulle,WR,BASALT,No Data,No Data,No Data,No Data,1,0,0,0,0
139,Puyehue-Cordon Caulle,GL,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
140,Puyehue-Cordon Caulle,INC,BASALTIC ANDESITE,No Data,No Data,No Data,No Data,1,0,0,0,0
141,Kizimen,WR,BASALT,BASALTIC ANDESITE,No Data,No Data,No Data,6,2,0,0,0
142,Kizimen,GL,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
143,Kizimen,INC,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
144,Ekarma,WR,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
145,Ekarma,GL,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
146,Ekarma,INC,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
147,Concepcion,WR,BASALT,No Data,No Data,No Data,No Data,21,0,0,0,0
148,Concepcion,GL,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
149,Concepcion,INC,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
150,Redoubt,WR,BASALT,ANDESITE,No Data,No Data,No Data,2,1,0,0,0
151,Redoubt,GL,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
152,Redoubt,INC,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
153,Koryaksky,WR,BASALT,No Data,No Data,No Data,No Data,3,0,0,0,0
154,Koryaksky,GL,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
155,Koryaksky,INC,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
156,Okmok,WR,BASALTIC ANDESITE,No Data,No Data,No Data,No Data,2,0,0,0,0
157,Okmok,GL,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
158,Okmok,INC,BASALTIC ANDESITE,No Data,No Data,No Data,No Data,2,0,0,0,0
