,Volcano Name,material,PetDB Major Rock 1,PetDB Major Rock 2,PetDB Major Rock 3,PetDB Major Rock 4,PetDB Major Rock 5,cnt 1,cnt 2,cnt 3,cnt 4,cnt 5
159,Chaiten,WR,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
160,Chaiten,GL,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
161,Chaiten,INC,BASALTIC ANDESITE,No Data,No Data,No Data,No Data,1,0,0,0,0
162,Llaima,WR,BASALT,No Data,No Data,No Data,No Data,8,0,0,0,0
163,Llaima,GL,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
164,Llaima,INC,BASALTIC ANDESITE,BASALT,No Data,No Data,No Data,25,10,0,0,0
165,Ruapehu,WR,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
166,Ruapehu,GL,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
167,Ruapehu,INC,RHYOLITE,No Data,No Data,No Data,No Data,1,0,0,0,0
168,Ritter Island,WR,BASALT,PICROBASALT,No Data,No Data,No Data,18,4,0,0,0
169,Ritter Island,GL,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
170,Ritter Island,INC,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
171,Atka Volcanic Complex,WR,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
172,Atka Volcanic Complex,GL,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
173,Atka Volcanic Complex,INC,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
174,Fourpeaked,WR,ANDESITE,BASALTIC ANDESITE,No Data,No Data,No Data,13,2,0,0,0
175,Fourpeaked,GL,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
176,Fourpeaked,INC,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
177,Augustine,WR,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
178,Augustine,GL,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0
179,Augustine,INC,BASALTIC ANDESITE,No Data,No Data,No Data,No Data,1,0,0,0,0
180,Santa Ana,WR,BASALT,No Data,No Data,No Data,No Data,20,0,0,0,0
