,MATERIAL,ROCK,x,y
276,WR,FOIDITE,39.67444143494621,4.823479185811764
277,WR,FOIDITE,40.53814977942309,5.321472037343053
278,WR,TEPHRITE/BASANITE,43.026242885206265,3.949025336221226
279,WR,TEPHRITE/BASANITE,44.4219419640574,4.971002485501242
280,WR,TRACHYBASALT,50.42893330778892,5.885859037401282
281,WR,FOIDITE,40.308338304388045,4.64050292992846
282,WR,FOIDITE,36.7962274236383,4.5512969573089315
283,WR,TEPHRITE/BASANITE,42.98886481584118,4.10137552274903
284,WR,TEPHRITE/BASANITE,44.72460909987323,5.242187028354095
285,WR,FOIDITE,37.109389442442904,2.992975827784538
286,WR,TEPHRITE/BASANITE,46.8138342951693,6.689131926227855
287,WR,TRACHYBASALT,45.71348054509955,5.233599710139094
288,WR,FOIDITE,37.73788216689339,3.2158474675396924
289,WR,FOIDITE,38.21394030483603,3.0745824172501
290,WR,FOIDITE,38.471529233699094,3.330868331922
291,WR,FOIDITE,37.17916049371076,4.801253409612801
292,WR,FOIDITE,36.8648772929997,5.013834420665672
293,WR,TEPHRITE/BASANITE,42.613622760333605,6.38566685656132
294,WR,FOIDITE,40.56366824164733,5.3518367726889275
295,WR,FOIDITE,37.81677875825079,4.6595515640290275
296,WR,TEPHRITE/BASANITE,44.95656976452277,3.052668574584525
297,WR,TEPHRITE/BASANITE,44.79161417124426,3.0237363301920066
298,GL,UNNAMED,49.57273549814014,3.0260380014074593
299,GL,UNNAMED,48.56509918437217,3.25244184875642
300,GL,UNNAMED,49.92942125428514,2.7929017947166765
301,GL,PICROBASALT,44.926759556984635,2.679528403001072
302,INC,BASALTIC ANDESITE,53.49454137332926,2.550760126517703
303,INC,BASALTIC ANDESITE,53.70246831220814,3.491216366466533
304,INC,BASALT,46.93651233712225,2.079290268921541
305,INC,TRACHYBASALT,41.226946113468316,2.5448263424172533
306,INC,TEPHRITE/BASANITE,37.942351070517326,3.175498280516215
